,R
2499,622748
2500,623102
2501,623314
2502,623708
2503,623900
2504,624236
2505,624501
2506,624776
2507,625017
2508,625359
2509,625578
2510,625940
2511,626111
2512,626472
2513,626685
2514,627066
2515,627352
2516,627626
2517,627857
2518,628158
2519,628371
2520,628678
2521,628879
2522,629170
2523,629380
2524,629775
2525,629977
2526,630287
2527,630469
2528,630762
2529,630945
2530,631269
2531,631558
2532,631804
2533,632069
2534,632305
2535,632555
2536,632816
2537,633052
2538,633314
2539,633585
2540,633871
2541,634140
2542,634370
2543,634733
2544,634923
2545,635279
2546,635584
2547,635907
2548,636211
2549,636479
2550,636702
2551,636995
2552,637191
2553,637549
2554,637753
2555,638125
2556,638346
2557,638677
2558,638952
2559,639202
2560,639434
2561,639679
2562,639921
2563,640213
2564,640461
2565,640806
2566,640995
2567,641291
2568,641474
2569,641835
2570,642077
2571,642421
2572,642690
2573,642945
2574,643198
2575,643456
2576,643711
2577,643959
2578,644208
2579,644466
2580,644744
2581,645027
2582,645277
2583,645522
2584,645743
2585,645988
2586,646206
2587,646510
2588,646799
2589,647074
2590,647299
2591,647545
2592,647726
2593,648089
2594,648356
2595,648629
2596,648899
2597,649161
2598,649408
2599,649664
2600,649927
