,R
2499,631573
2500,631813
2501,632060
2502,632314
2503,632573
2504,632833
2505,633089
2506,633335
2507,633584
2508,633831
2509,634074
2510,634317
2511,634571
2512,634832
2513,635091
2514,635351
2515,635596
2516,635837
2517,636079
2518,636332
2519,636586
2520,636845
2521,637104
2522,637363
2523,637611
2524,637859
2525,638108
2526,638350
2527,638593
2528,638851
2529,639118
2530,639374
2531,639625
2532,639873
2533,640117
2534,640358
2535,640606
2536,640856
2537,641112
2538,641370
2539,641635
2540,641889
2541,642137
2542,642376
2543,642617
2544,642862
2545,643121
2546,643388
2547,643644
2548,643899
2549,644151
2550,644403
2551,644648
2552,644894
2553,645144
2554,645406
2555,645668
2556,645935
2557,646193
2558,646445
2559,646687
2560,646936
2561,647192
2562,647450
2563,647705
2564,647968
2565,648226
2566,648483
2567,648733
2568,648977
2569,649221
2570,649471
2571,649740
